age;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;famrel;freetime;goout;Dalc;Walc;health;absences;total_grades;grades;school_numeric;sex_numeric;address_numeric;famsize_numeric;Pstatus_numeric;schoolsup_numeric;famsup_numeric;paid_numeric;activities_numeric;nursery_numeric;higher_numeric;internet_numeric;romantic_numeric
17;3;1;services;services;course;father;1;3;0;3;4;3;2;3;5;0;17.333.333.333.333.300;high;1;1;1;0;1;0;1;0;0;0;1;1;0
17;0;2;at_home;at_home;home;father;2;3;0;3;3;3;2;3;2;0;14.333.333.333.333.300;high;1;1;1;1;1;0;0;0;0;1;1;1;0
18;1;1;other;other;home;mother;2;3;0;4;5;5;1;2;2;0;14.0;high;1;1;1;0;1;0;0;0;1;1;1;1;0
18;4;4;other;other;course;mother;1;3;0;4;3;3;2;2;3;0;13.333.333.333.333.300;average;1;0;1;0;1;0;0;0;1;1;1;1;0
17;3;3;other;services;reputation;mother;1;1;0;4;3;5;3;5;5;0;17.333.333.333.333.300;high;1;0;1;0;1;0;0;0;1;0;1;1;0
17;2;2;services;other;course;mother;4;1;0;4;4;5;5;5;4;2;10.333.333.333.333.300;average;1;0;0;0;1;0;1;0;0;1;1;1;0
17;4;4;teacher;services;course;mother;1;3;0;5;4;4;1;3;4;0;12.666.666.666.666.600;average;1;1;1;0;1;0;1;0;1;1;1;1;0
17;4;4;teacher;teacher;course;mother;2;3;0;4;3;3;1;2;4;4;14.666.666.666.666.600;high;1;1;1;0;1;0;1;0;0;0;1;1;1
17;3;3;at_home;other;course;mother;1;1;0;4;2;5;2;5;5;2;11.333.333.333.333.300;average;1;1;1;0;1;0;1;1;1;1;1;1;0
18;2;2;other;other;course;mother;1;4;0;4;5;5;2;4;5;0;11.333.333.333.333.300;average;1;0;1;1;1;0;1;1;1;1;1;1;0
19;3;2;at_home;services;home;other;1;1;0;5;3;4;2;2;5;0;10.333.333.333.333.300;average;1;0;0;0;1;0;1;0;0;0;1;0;1
18;2;2;at_home;other;course;mother;4;2;0;4;2;5;1;1;2;2;9.666.666.666.666.660;average;1;1;1;0;1;0;0;0;1;1;1;0;1
17;2;4;at_home;other;course;father;1;3;0;4;4;3;1;1;5;0;15.0;high;1;1;0;0;1;0;1;0;0;1;1;1;1
18;2;2;other;other;reputation;mother;1;1;0;5;4;2;1;2;5;6;14.666.666.666.666.600;high;1;0;1;0;1;0;0;0;0;0;1;1;0
18;3;3;services;services;home;mother;1;2;0;5;3;4;1;1;4;8;11.0;average;1;1;1;0;1;0;0;0;1;1;1;1;0
18;2;2;other;other;home;other;1;2;0;4;3;3;1;1;2;0;10.333.333.333.333.300;average;1;1;1;1;1;0;0;0;1;0;1;1;1
18;2;2;at_home;other;course;mother;2;4;0;4;4;4;1;1;4;6;13.666.666.666.666.600;average;1;1;0;0;1;0;0;0;1;1;1;0;0
17;3;4;services;other;course;mother;1;3;0;4;4;5;1;3;5;8;12.666.666.666.666.600;average;1;1;1;0;1;0;0;0;0;1;1;1;0
17;3;2;other;other;home;mother;1;2;0;4;3;2;2;3;2;0;13.333.333.333.333.300;average;1;1;1;0;1;0;1;0;0;1;1;1;1
18;3;3;services;services;home;mother;1;4;0;5;3;3;1;1;1;4;14.333.333.333.333.300;high;1;1;1;1;1;0;1;0;0;1;1;1;0
17;3;2;other;other;home;mother;1;2;0;4;3;3;2;3;2;0;14.666.666.666.666.600;high;1;1;0;0;0;0;1;0;0;1;1;1;0
18;4;4;teacher;services;home;father;1;2;0;4;3;3;2;2;2;0;12.333.333.333.333.300;average;1;0;1;0;1;0;1;0;1;1;1;1;0
18;3;4;services;other;home;mother;1;2;0;4;3;3;1;3;5;6;16.333.333.333.333.300;high;1;0;1;1;1;0;0;0;1;1;1;1;1
17;2;2;at_home;at_home;home;father;1;2;0;3;3;1;1;2;4;18;12.0;average;1;1;1;0;0;0;1;0;0;1;1;1;1
18;2;3;at_home;other;course;mother;1;3;0;4;3;3;1;2;3;0;12.333.333.333.333.300;average;1;1;1;0;1;0;1;0;0;1;1;1;0
18;3;2;other;services;other;mother;1;3;0;5;4;3;2;3;1;4;15.666.666.666.666.600;high;1;1;1;0;1;0;0;0;0;1;1;1;1
18;4;3;teacher;services;course;mother;1;3;0;5;3;2;1;2;4;4;15.333.333.333.333.300;high;1;0;0;0;1;0;0;0;0;1;1;1;1
18;4;3;teacher;other;course;mother;1;3;0;5;4;5;2;3;5;0;13.666.666.666.666.600;average;1;0;1;0;1;0;1;0;0;1;1;1;1
17;4;3;health;other;reputation;mother;1;3;0;4;4;3;1;3;4;0;12.0;average;1;1;1;0;1;0;1;0;1;1;1;1;1
17;2;1;services;other;course;mother;2;2;0;4;3;4;2;2;1;10;14.0;high;1;1;1;0;1;0;1;0;1;1;1;1;1
17;2;1;services;other;reputation;mother;1;2;0;4;3;5;2;4;4;4;14.666.666.666.666.600;high;1;1;1;0;1;0;1;0;1;1;1;1;0
19;2;3;at_home;other;home;other;2;1;1;2;2;3;3;4;5;16;10.666.666.666.666.600;average;1;1;1;1;0;0;0;0;0;1;0;1;0
17;3;1;other;at_home;home;mother;1;1;1;4;1;2;1;1;3;6;12.0;average;1;1;1;0;1;0;1;1;0;1;1;1;1
21;4;4;other;other;reputation;other;1;3;2;3;3;2;1;1;5;0;11.0;average;1;1;1;1;1;0;0;1;1;1;1;1;0
18;2;2;services;services;reputation;mother;1;2;0;4;4;4;1;3;3;11;10.666.666.666.666.600;average;1;0;1;1;1;0;1;0;1;0;0;1;0
18;3;4;other;other;reputation;other;1;2;0;4;3;5;1;4;2;9;14.0;high;1;0;1;1;0;0;0;0;1;1;1;1;1
17;2;2;services;services;reputation;mother;1;2;0;4;3;4;1;3;4;0;15.666.666.666.666.600;high;1;1;1;0;1;0;1;0;1;1;1;1;0
17;4;4;health;other;reputation;mother;1;3;0;4;4;2;1;2;4;2;14.0;high;1;0;1;1;0;0;1;0;0;1;1;1;0
18;4;2;teacher;other;course;mother;1;2;0;4;2;2;1;1;3;0;16.0;high;1;1;1;1;1;0;1;0;1;1;1;1;0
21;1;1;at_home;other;course;other;2;2;2;5;3;3;5;2;4;21;9.666.666.666.666.660;average;1;0;0;1;1;0;1;0;1;1;0;1;1
20;1;1;other;other;reputation;other;2;3;0;3;2;2;1;3;3;8;13.666.666.666.666.600;average;1;1;0;0;1;0;0;0;0;1;1;1;1
19;4;4;teacher;other;home;other;1;1;1;3;2;5;4;4;5;5;10.0;average;1;1;1;0;1;0;1;0;0;1;1;1;1
17;3;2;other;other;reputation;mother;1;2;0;4;4;4;1;2;5;10;17.333.333.333.333.300;high;1;0;1;1;0;0;1;0;0;1;1;1;0
18;3;2;at_home;other;reputation;father;1;3;0;4;3;4;1;2;2;5;16.0;high;1;1;1;0;1;0;1;0;0;1;1;1;1
18;2;3;other;services;reputation;father;1;1;0;3;1;3;4;5;4;13;13.666.666.666.666.600;average;1;0;0;0;1;0;0;0;0;1;1;1;0
19;2;1;other;other;reputation;mother;1;1;0;5;3;4;1;4;4;10;9.666.666.666.666.660;average;1;0;1;0;1;0;0;0;0;1;1;1;0
18;2;2;services;other;reputation;mother;2;2;0;4;1;4;1;3;4;10;16.0;high;1;1;1;1;0;0;1;0;0;1;1;1;0
20;1;0;other;other;reputation;mother;2;1;1;5;3;1;1;1;5;5;9.333.333.333.333.330;average;1;1;1;0;1;1;0;0;0;1;1;1;1
18;3;2;services;other;home;mother;1;2;0;3;1;2;1;2;1;4;12.0;average;1;1;1;0;1;0;1;0;1;0;1;1;1
16;1;3;at_home;other;other;father;2;1;0;4;3;3;1;3;5;11;10.666.666.666.666.600;average;0;1;1;0;1;0;1;0;0;1;0;1;1
16;2;2;other;other;course;mother;2;2;0;4;4;4;1;1;5;0;12.0;average;0;1;0;0;1;0;1;0;1;1;1;1;0
15;1;1;at_home;services;other;mother;1;1;1;4;1;3;1;1;2;6;10.0;average;0;1;0;0;1;0;1;0;0;1;1;0;1
15;3;3;at_home;other;course;mother;2;1;0;5;4;4;2;3;5;4;10.333.333.333.333.300;average;0;1;0;0;1;0;1;0;0;1;1;1;0
16;2;3;at_home;services;course;mother;2;2;0;4;5;2;1;2;5;0;16.666.666.666.666.600;high;0;1;0;0;1;0;0;0;0;1;1;0;0
15;2;1;at_home;other;home;mother;2;1;0;1;3;4;1;1;1;0;7.666.666.666.666.660;average;0;1;0;1;1;0;0;0;0;1;0;0;0
16;4;4;at_home;other;home;mother;1;2;0;5;3;2;1;3;2;5;10.666.666.666.666.600;average;0;0;0;1;0;0;1;0;0;1;1;0;0
16;1;2;other;other;other;mother;1;3;0;4;4;3;1;1;5;0;10.666.666.666.666.600;average;0;0;1;0;0;1;0;0;0;1;1;1;0
17;3;2;at_home;other;course;father;1;2;1;4;5;4;1;2;5;0;10.0;average;0;1;0;0;1;0;0;0;0;1;1;0;1
17;1;1;other;other;other;father;1;1;1;5;4;4;2;2;5;0;6.333.333.333.333.330;low;0;1;0;0;1;0;1;0;0;0;0;1;0
15;4;4;teacher;other;course;mother;2;1;0;1;5;1;3;5;5;0;13.666.666.666.666.600;average;0;1;0;0;1;0;0;0;0;1;1;1;1
16;2;2;at_home;other;reputation;mother;2;4;0;1;2;1;1;1;1;4;10.0;average;0;1;1;1;0;0;0;0;1;0;0;0;1
15;1;1;at_home;services;reputation;father;2;2;0;5;4;3;1;2;4;0;10.0;average;0;1;0;1;1;0;1;0;0;1;1;1;0
15;1;1;other;services;course;mother;2;1;1;4;4;3;1;2;2;4;7.0;average;0;1;0;1;1;0;1;0;0;1;1;1;1
16;0;2;other;other;other;mother;2;1;0;3;2;3;1;2;2;0;11.666.666.666.666.600;average;0;1;0;0;1;0;1;0;1;1;1;0;0
17;2;3;other;other;course;mother;2;1;0;5;5;5;1;3;3;2;11.0;average;0;1;0;0;1;0;1;0;0;1;1;1;0
15;3;3;other;services;course;father;2;1;0;4;1;3;1;1;4;0;15.333.333.333.333.300;high;0;1;0;0;1;0;0;0;0;0;1;1;0
16;1;1;at_home;services;home;mother;2;2;0;5;4;5;4;5;3;0;23.333.333.333.333.300;low;0;0;1;0;1;0;1;0;1;1;1;0;1
17;1;1;other;other;home;mother;1;2;0;4;4;3;2;4;5;4;8.666.666.666.666.660;average;0;0;1;0;1;0;0;1;0;0;1;1;0
15;4;1;health;services;reputation;father;1;2;0;5;3;4;1;2;2;0;13.0;average;0;0;0;1;1;0;1;0;1;1;1;1;0
15;4;1;health;services;reputation;father;1;2;0;5;3;4;1;2;2;7;8.0;average;0;0;0;1;1;0;1;0;1;1;1;1;0
16;3;4;other;health;other;mother;3;2;0;3;4;5;1;2;5;4;10.0;average;0;0;0;0;1;0;0;0;0;0;1;0;0
15;1;1;other;other;course;mother;4;2;0;5;4;5;2;4;4;8;8.333.333.333.333.330;average;0;0;0;0;1;0;1;0;1;1;1;0;1
15;3;3;at_home;at_home;reputation;father;1;2;0;5;3;3;1;1;5;0;11.0;average;0;0;1;1;1;0;1;0;1;1;1;1;0
17;2;1;other;other;other;mother;3;1;0;5;5;5;5;5;3;8;9.0;average;0;0;0;0;1;0;0;0;1;1;0;0;1
16;4;4;teacher;teacher;course;mother;2;3;0;4;2;2;1;1;4;6;16.333.333.333.333.300;high;0;1;0;0;1;0;0;0;1;1;1;1;1
15;1;2;other;services;course;mother;2;1;0;5;1;2;1;1;1;3;12.333.333.333.333.300;average;0;1;0;0;1;0;0;0;0;1;1;0;0
16;2;3;other;services;course;mother;3;2;0;4;5;4;1;2;1;2;15.0;high;0;1;0;0;1;0;1;0;0;1;1;1;0
16;1;2;other;other;course;father;2;2;0;4;3;3;1;1;5;0;10.666.666.666.666.600;average;0;0;0;0;1;0;0;0;0;1;1;0;0
16;2;2;other;other;course;mother;3;2;0;4;4;5;1;1;4;4;10.0;average;0;1;0;0;1;0;1;0;0;1;1;1;0
16;1;2;other;services;course;mother;1;3;1;1;3;2;1;2;4;0;8.666.666.666.666.660;average;0;1;1;0;1;0;1;0;0;1;1;0;0
16;1;2;other;services;course;mother;1;3;1;1;3;2;1;2;4;3;8.333.333.333.333.330;average;0;1;1;0;1;0;1;0;0;1;1;0;0
15;2;1;at_home;other;home;mother;1;2;0;4;4;2;3;3;2;0;9.333.333.333.333.330;average;0;1;1;0;1;1;1;0;0;0;1;1;0
16;1;1;at_home;other;course;father;1;2;0;5;4;3;2;1;2;0;14.0;high;0;1;1;0;1;0;1;0;0;0;1;0;1
17;1;2;at_home;services;reputation;mother;1;1;0;5;5;5;5;5;3;4;10.666.666.666.666.600;average;0;0;0;1;1;0;1;0;1;1;1;1;0
16;1;1;other;other;home;father;4;4;0;4;3;2;1;1;1;0;12.0;average;0;1;0;0;1;0;1;0;0;0;1;1;0
16;1;1;at_home;other;other;father;4;3;0;4;4;3;1;1;5;2;9.666.666.666.666.660;average;0;1;0;0;1;1;1;0;0;1;1;0;0
15;1;1;at_home;other;home;father;2;2;0;4;3;3;1;1;2;1;10.666.666.666.666.600;average;0;1;0;0;1;0;1;0;1;1;1;1;0
16;1;1;at_home;other;other;mother;2;1;0;4;2;2;4;3;2;0;13.0;average;0;1;0;0;1;0;0;0;1;1;1;1;1
15;1;1;at_home;at_home;course;father;3;2;0;4;2;1;1;2;2;0;13.666.666.666.666.600;average;0;1;0;0;1;0;1;0;0;1;1;0;0
15;2;2;other;other;other;father;1;3;0;4;4;3;2;2;5;2;12.333.333.333.333.300;average;0;1;0;1;1;1;1;0;0;1;1;0;0
16;1;1;at_home;other;other;father;2;1;0;3;4;4;3;4;5;6;11.0;average;0;0;0;0;1;0;0;0;1;1;1;0;0
18;1;2;other;other;course;father;1;2;1;3;4;4;2;3;5;9;8.333.333.333.333.330;average;0;1;1;0;1;0;1;0;1;1;1;1;1
15;3;1;other;services;home;mother;2;1;0;3;2;3;1;3;4;0;10.0;average;0;0;1;0;1;0;1;0;0;1;1;0;0
16;2;2;other;services;course;father;3;2;0;5;3;4;1;1;2;1;13.666.666.666.666.600;average;0;1;0;0;1;0;1;0;1;1;1;1;0
15;2;2;health;other;reputation;mother;3;1;0;4;3;3;1;2;4;1;12.666.666.666.666.600;average;0;0;1;0;1;0;0;0;0;1;1;0;0
16;4;4;other;teacher;course;father;1;2;0;4;3;1;1;1;3;0;12.666.666.666.666.600;average;0;0;1;0;1;0;1;0;1;1;1;0;1
15;3;3;services;other;reputation;mother;1;2;0;4;5;4;1;1;1;4;12.333.333.333.333.300;average;0;1;0;0;1;0;1;0;0;1;1;1;1
16;2;2;at_home;other;course;mother;2;2;1;4;4;4;2;3;5;2;11.666.666.666.666.600;average;0;1;0;0;1;0;1;0;1;0;1;0;0
16;2;2;other;other;home;father;3;1;0;4;3;2;1;1;4;0;14.666.666.666.666.600;high;0;1;0;1;1;0;1;0;1;1;1;0;1
16;2;1;at_home;services;course;mother;2;1;0;2;4;3;2;3;4;4;9.333.333.333.333.330;average;0;0;1;1;1;0;1;0;1;1;1;1;0
15;1;3;at_home;other;reputation;father;3;1;0;4;2;4;3;5;3;2;10.666.666.666.666.600;average;0;0;0;1;1;0;1;0;1;1;1;1;0
15;2;2;other;services;course;mother;2;3;0;5;3;2;1;1;4;0;13.0;average;0;1;1;0;1;0;1;0;1;1;1;0;0
16;2;1;other;other;home;mother;1;1;0;5;4;3;1;1;5;2;8.666.666.666.666.660;average;0;1;0;1;1;0;1;0;0;1;1;1;1
15;3;3;services;services;course;father;2;1;0;4;3;3;2;4;3;11;11.0;average;0;0;1;0;1;0;1;0;1;0;1;1;0
16;1;1;at_home;other;course;father;2;2;3;3;4;3;1;1;1;0;7.333.333.333.333.330;average;0;1;0;0;1;1;1;0;0;1;1;0;0
17;2;2;other;at_home;course;mother;1;1;0;4;5;3;1;1;5;4;9.333.333.333.333.330;average;0;1;1;0;1;0;1;0;1;1;0;0;0
19;2;3;at_home;services;course;other;1;1;1;4;4;4;1;1;2;0;9.333.333.333.333.330;average;0;1;1;0;1;0;0;0;0;1;0;1;1
17;2;1;at_home;other;course;mother;3;1;0;5;5;3;1;1;3;2;10.0;average;0;1;0;0;1;0;1;0;1;1;0;0;1
15;1;1;at_home;other;course;mother;2;1;0;5;2;1;1;3;4;0;9.333.333.333.333.330;average;0;1;0;1;1;0;1;0;0;1;0;0;1
16;2;2;other;other;course;father;3;2;0;3;4;5;1;2;1;1;10.0;average;0;1;0;0;1;0;1;0;0;1;0;1;0
16;2;2;other;other;home;mother;1;1;0;4;3;4;1;2;1;6;7.333.333.333.333.330;average;0;1;1;1;0;0;1;0;0;1;0;0;0
17;2;2;at_home;other;course;mother;2;2;0;4;3;5;1;2;4;0;10.666.666.666.666.600;average;0;1;0;0;1;0;1;0;0;1;1;1;0
16;2;2;other;services;course;father;1;1;1;4;4;3;1;4;3;1;9.666.666.666.666.660;average;0;1;1;0;1;0;1;1;1;0;1;1;0
18;3;2;other;other;course;other;2;3;2;3;3;2;1;1;2;6;8.666.666.666.666.660;average;0;1;0;1;0;0;1;0;0;0;0;0;1
19;1;1;at_home;services;course;mother;1;3;1;5;3;1;1;1;3;6;8.333.333.333.333.330;average;0;1;1;0;1;0;0;0;1;1;0;0;1
18;1;1;other;other;home;mother;2;1;1;4;4;3;3;4;4;0;9.0;average;0;0;0;0;1;0;0;0;1;1;0;1;0
18;1;1;at_home;at_home;course;mother;2;1;1;3;2;3;1;1;2;4;10.0;average;0;1;0;0;1;0;0;0;0;0;0;1;1
19;1;1;other;other;course;other;2;2;1;1;1;4;4;1;1;12;8.0;average;0;1;1;0;1;0;1;0;0;1;1;1;1
16;2;2;health;other;course;mother;1;2;0;3;3;2;1;1;3;2;9.333.333.333.333.330;average;0;1;0;0;0;0;0;0;0;0;1;0;1
17;0;1;other;at_home;course;father;2;1;0;2;4;4;3;5;5;5;9.333.333.333.333.330;average;0;1;1;0;1;0;0;0;1;0;1;0;0
16;1;2;at_home;other;course;mother;1;2;0;4;4;5;1;3;3;0;8.666.666.666.666.660;average;0;1;0;1;1;0;0;0;1;1;0;1;0
16;3;3;other;other;reputation;mother;1;1;0;4;5;4;1;1;4;0;13.333.333.333.333.300;average;0;1;1;0;1;0;0;0;1;1;0;1;1
16;1;1;services;services;home;mother;1;1;0;4;4;4;2;2;4;2;14.0;high;0;1;0;1;1;0;1;0;1;1;1;1;1
17;3;3;services;at_home;course;mother;2;4;1;5;4;5;3;4;5;0;10.333.333.333.333.300;average;0;0;1;0;1;0;1;1;1;1;1;0;0
16;2;1;other;services;course;mother;1;2;0;5;3;3;1;1;1;0;13.666.666.666.666.600;average;0;1;1;0;1;0;1;0;1;1;1;1;0
16;2;2;services;other;course;mother;1;1;0;4;2;5;1;2;5;0;16.333.333.333.333.300;high;0;1;1;0;1;0;1;1;1;1;1;0;1
17;1;2;other;other;course;father;1;1;1;5;3;5;5;5;1;12;6.666.666.666.666.660;low;0;0;1;0;1;0;1;0;1;1;0;1;1
16;4;3;other;other;course;father;1;1;0;4;2;5;1;5;5;8;13.0;average;0;0;1;1;1;0;0;0;1;1;1;1;0
17;2;2;services;services;other;mother;3;4;1;1;3;5;3;5;3;2;9.0;average;0;0;0;1;1;0;1;0;0;1;1;0;0
16;1;1;other;other;course;other;1;4;0;2;2;1;1;1;5;0;14.0;high;0;1;1;0;1;1;1;0;1;1;1;1;0
19;2;2;other;other;home;mother;1;3;0;5;4;5;1;1;1;0;12.666.666.666.666.600;average;0;1;1;1;1;0;0;0;0;1;1;1;1
17;1;1;at_home;other;reputation;mother;2;1;0;4;4;5;1;2;5;0;11.0;average;0;1;0;0;1;0;1;0;1;0;1;1;1
20;3;3;at_home;services;other;mother;2;2;1;3;3;4;2;4;3;8;10.0;average;0;1;1;0;1;0;0;0;1;1;1;1;1
17;1;1;other;services;course;father;1;3;0;4;3;3;1;1;3;0;10.666.666.666.666.600;average;0;1;1;1;1;0;1;0;0;1;1;0;1
17;2;2;other;other;course;mother;3;1;1;4;4;5;1;2;5;0;9.333.333.333.333.330;average;0;0;0;0;1;0;1;0;0;0;1;1;0
16;1;1;at_home;other;course;father;3;2;0;5;3;2;1;1;1;0;17.0;high;0;1;0;1;1;0;1;0;0;1;1;0;0
17;2;2;other;other;reputation;mother;2;2;0;5;3;2;1;1;1;0;16.333.333.333.333.300;high;0;1;0;0;1;0;1;0;1;1;1;0;0
17;1;0;other;other;other;mother;2;2;0;4;4;5;1;1;4;1;10.0;average;0;1;1;0;0;0;0;0;0;1;1;1;1
18;1;1;at_home;other;other;mother;1;2;1;4;3;2;1;1;5;9;7.0;average;0;1;0;0;1;0;1;0;0;1;1;1;1
16;3;1;other;other;course;mother;1;1;0;3;1;3;1;3;1;0;7.333.333.333.333.330;average;0;1;1;0;1;0;0;0;1;1;1;1;0
16;3;2;services;at_home;course;mother;1;1;0;3;1;3;1;4;3;2;6.666.666.666.666.660;low;0;1;1;0;1;0;0;0;0;1;1;1;0
18;1;1;other;at_home;reputation;mother;2;2;0;2;3;5;1;4;3;8;9.0;average;0;1;1;1;1;1;0;0;0;1;1;0;0
16;4;4;health;teacher;reputation;father;1;2;0;4;3;3;2;3;2;0;15.333.333.333.333.300;high;0;1;0;0;1;0;0;0;1;0;1;1;1
16;1;2;other;other;reputation;mother;2;1;0;5;4;5;1;4;2;0;14.333.333.333.333.300;high;0;1;0;1;1;0;0;0;1;1;1;1;0
18;2;4;other;services;reputation;father;1;2;1;2;3;2;1;3;1;8;7.0;average;0;1;1;0;0;0;1;0;0;1;1;1;0
16;2;1;other;services;reputation;mother;2;2;0;5;2;1;1;1;2;0;5.0;low;0;0;0;0;1;0;0;0;1;1;1;1;0
16;1;1;at_home;other;other;mother;3;2;0;4;3;2;1;3;5;6;7.333.333.333.333.330;average;0;1;1;1;1;0;1;0;0;1;1;1;0
16;2;3;at_home;services;other;mother;2;2;0;3;3;3;1;1;2;0;9.333.333.333.333.330;average;0;1;0;0;1;0;1;0;1;1;1;1;0
16;4;4;health;health;course;mother;1;2;0;4;3;4;1;2;3;4;8.0;average;0;1;1;0;1;0;1;0;0;1;1;1;1
18;4;4;at_home;health;home;mother;1;4;0;5;5;5;5;5;5;2;5.666.666.666.666.660;low;0;0;1;1;1;0;1;0;1;1;0;1;1
16;3;4;at_home;other;other;mother;3;2;0;4;2;1;1;1;2;2;8.0;average;0;1;0;1;1;0;1;0;0;0;1;0;0
17;4;4;other;services;home;mother;1;3;0;4;4;3;1;2;5;0;15.0;high;0;0;1;1;1;0;1;0;0;1;1;1;0
17;4;1;other;other;other;mother;1;1;0;4;2;3;1;2;5;1;13.666.666.666.666.600;average;0;1;0;0;1;0;0;0;0;1;1;1;1
16;2;2;services;services;other;mother;4;3;0;5;1;3;2;2;3;0;9.666.666.666.666.660;average;0;0;1;1;1;0;0;0;0;1;1;0;0
17;2;2;at_home;other;other;mother;1;1;0;5;1;3;1;2;5;5;9.0;average;0;1;0;0;1;0;1;1;0;1;1;1;0
16;4;4;services;services;other;father;2;1;0;5;1;3;1;2;5;1;11.0;average;0;1;1;1;1;0;1;0;0;1;1;0;0
17;3;3;services;services;home;mother;1;1;0;4;1;4;5;5;3;8;8.666.666.666.666.660;average;0;0;1;0;1;0;1;0;1;1;1;1;0
17;1;1;at_home;services;other;mother;3;2;0;5;1;3;3;3;1;0;10.0;average;0;0;1;0;1;0;0;0;0;1;1;1;1
16;2;1;health;services;other;mother;2;2;0;4;2;2;1;4;5;2;8.0;average;0;0;1;0;1;0;0;0;0;0;1;1;1
16;2;1;other;services;other;mother;1;2;0;3;2;2;1;1;3;0;15.0;high;0;1;1;1;1;0;0;0;0;1;1;1;1
16;4;4;teacher;health;other;father;1;1;0;4;1;2;2;5;5;0;11.666.666.666.666.600;average;0;0;1;1;1;0;1;0;0;1;1;1;0
15;1;2;other;services;course;mother;3;2;0;5;5;5;1;3;5;11;10.0;average;0;0;0;0;1;0;1;0;1;1;1;0;0
15;2;2;other;other;reputation;mother;3;4;0;5;4;5;2;3;5;8;13.666.666.666.666.600;average;0;0;1;1;0;0;1;0;1;1;1;0;0
15;2;1;services;services;course;mother;1;1;0;4;3;3;1;2;5;11;12.333.333.333.333.300;average;0;0;1;1;0;0;0;0;1;1;1;1;0
16;2;2;other;other;course;mother;1;3;0;4;3;3;2;2;5;2;11.0;average;0;1;0;1;1;0;1;0;0;0;1;0;1
16;4;1;other;other;home;mother;2;2;0;1;2;4;2;2;1;8;9.666.666.666.666.660;average;0;1;1;1;1;0;1;0;1;1;1;1;0
17;3;2;at_home;other;home;mother;2;1;0;4;3;3;2;2;1;5;10.333.333.333.333.300;average;0;1;1;0;1;0;0;0;0;1;1;0;1
17;2;2;other;other;other;mother;2;2;0;5;1;3;1;1;5;0;10.333.333.333.333.300;average;0;1;0;0;1;1;0;1;0;1;1;0;0
16;4;4;teacher;services;course;mother;2;3;0;5;3;5;1;4;5;1;11.0;average;0;1;1;0;1;0;1;0;0;1;1;1;1
17;4;4;health;other;course;father;3;1;3;3;3;3;1;3;5;2;8.666.666.666.666.660;average;0;0;0;0;1;0;0;0;1;1;1;1;1
17;1;3;other;other;course;father;2;1;0;5;1;2;3;3;5;2;11.666.666.666.666.600;average;0;0;0;1;1;0;0;0;1;1;1;0;1
17;3;4;services;other;other;mother;1;2;1;5;4;4;3;4;5;8;8.333.333.333.333.330;average;0;0;1;0;1;0;1;0;1;0;1;1;1
17;4;4;health;health;course;father;1;2;0;5;2;5;1;1;5;0;14.666.666.666.666.600;high;0;1;1;0;1;0;1;0;0;1;1;1;0
16;4;1;other;at_home;other;father;1;1;0;4;1;2;2;1;2;0;10.666.666.666.666.600;average;0;0;0;1;1;0;0;0;0;1;1;1;0
17;1;1;at_home;at_home;other;mother;1;2;0;4;5;5;1;2;3;2;10.666.666.666.666.600;average;0;1;1;0;0;0;0;0;1;1;1;1;1
17;4;2;other;other;course;mother;2;2;0;4;3;3;2;3;5;0;17.666.666.666.666.600;high;0;1;0;0;1;1;1;0;0;0;1;1;0
16;2;2;other;services;course;father;2;2;0;4;1;2;2;2;5;0;12.666.666.666.666.600;average;0;0;1;1;0;0;1;0;0;0;1;1;1
17;3;2;other;other;other;father;2;2;0;4;1;2;2;2;1;0;13.333.333.333.333.300;average;0;0;1;0;1;0;1;1;0;1;1;1;0
19;1;1;other;other;other;mother;1;2;2;4;4;3;3;4;4;2;9.333.333.333.333.330;average;0;0;1;0;1;0;1;0;1;1;0;1;0
17;1;0;other;other;home;mother;1;1;0;4;1;2;1;1;5;4;11.333.333.333.333.300;average;0;0;1;1;0;0;0;0;0;1;1;0;1
17;1;1;at_home;at_home;course;father;2;1;0;3;5;5;2;2;4;3;10.333.333.333.333.300;average;0;1;0;0;1;0;1;0;1;1;0;1;1
16;1;2;other;other;home;father;1;3;0;4;3;4;1;1;3;5;13.333.333.333.333.300;average;0;1;0;0;1;1;1;0;0;0;1;1;1
16;1;2;other;at_home;course;mother;1;1;0;4;4;4;2;4;5;4;10.0;average;0;0;0;1;1;0;0;0;0;1;1;0;0
17;3;1;other;other;course;mother;2;2;3;5;4;4;1;1;5;2;8.666.666.666.666.660;average;0;1;0;0;1;0;1;0;1;0;1;1;1
17;2;2;other;other;course;mother;2;1;0;5;5;5;3;5;5;0;10.333.333.333.333.300;average;0;0;0;0;1;0;0;0;1;1;0;0;1
18;1;0;at_home;at_home;course;other;3;1;1;4;3;2;1;1;4;0;12.333.333.333.333.300;average;0;0;0;0;1;1;1;0;0;1;1;0;0
17;1;1;other;services;course;mother;2;1;0;4;5;5;1;3;2;0;9.666.666.666.666.660;average;0;0;0;0;1;0;1;0;1;0;1;1;1
18;1;1;at_home;at_home;course;mother;2;2;0;4;3;3;1;4;5;6;9.666.666.666.666.660;average;0;0;1;1;1;0;1;0;1;1;1;0;0
16;2;2;other;services;course;father;1;2;0;5;4;3;1;1;1;0;12.0;average;0;1;0;1;1;0;0;0;1;1;1;0;1
